LNR,RESPONSE
33131,0.008960848
33168,0.012118628
33460,0.016934659
33461,0.007952084
33473,0.01214566
33180,0.01214566
33214,0.009961777
33219,0.032507148
33226,0.011222596
32929,0.012118628
32934,0.01214566
33241,0.008960848
41842,0.015183985
42495,0.008960848
42807,0.010001297
42808,0.013956727
42810,0.023851132
43122,0.032507148
44100,0.01214566
44411,0.048045482
44418,0.009657858
45388,0.007709
45394,0.01214566
45399,0.008960848
41541,0.01214566
41866,0.01214566
41875,0.023851132
42189,0.009961777
42196,0.023851132
42517,0.010884581
42521,0.008960848
42829,0.01214566
43477,0.008960848
44119,0.01214566
44755,0.009961777
45407,0.029037572
45414,0.008605359
40586,0.007952084
40917,0.01214566
41572,0.015183985
41889,0.010884581
41891,0.008960848
41897,0.035115715
42202,0.014291247
42216,0.01214566
42539,0.047575943
42855,0.007709
43173,0.026718054
43482,0.01214566
43486,0.008960848
43487,0.009657858
43803,0.01214566
44131,0.008960848
44453,0.039602488
44776,0.007952084
45103,0.015653403
45436,0.026718054
40614,0.007952084
40937,0.007709
41272,0.010001297
41274,0.01214566
41586,0.007952084
41591,0.013625211
41595,0.007952084
42237,0.047575943
70257,0.01214566
75682,0.007952084
76004,0.026718054
72500,0.008960848
72817,0.008960848
73461,0.023851132
73785,0.007709
73795,0.010884581
73796,0.009961777
74105,0.007952084
74116,0.01214566
74435,0.008876455
74743,0.007952084
75071,0.007709
75709,0.007952084
73477,0.008876455
73483,0.027968777
73798,0.027248599
74125,0.007709
74128,0.007952084
74450,0.008605359
74769,0.02140101
74774,0.025932847
75085,0.020123277
75089,0.01214566
75406,0.026718054
76057,0.032143425
76374,0.02140101
76376,0.029037572
71902,0.01214566
71903,0.02140101
72549,0.01214566
72550,0.02140101
73179,0.010001297
74466,0.01214566
77547,0.055829901
22773,0.012118628
22469,0.01214566
22779,0.026718054
22795,0.01214566
22796,0.008960848
22482,0.010884581
22487,0.02140101
22491,0.010884581
22817,0.049195886
22216,0.013625211
22537,0.01214566
22542,0.007709
22556,0.018986389
22568,0.011222596
22261,0.007952084
22266,0.007709
22274,0.008876455
22584,0.009657858
22281,0.011222596
22618,0.007709
22312,0.007952084
22329,0.01214566
22643,0.007952084
22959,0.029037572
23280,0.007709
22996,0.007952084
22997,0.007709
23315,0.007709
23033,0.01214566
23455,0.029037572
23339,0.015183985
23371,0.044026136
23080,0.026718054
23384,0.018986389
23101,0.007952084
23118,0.008960848
23400,0.008876455
23139,0.007709
22850,0.018986389
22881,0.013956727
22891,0.007952084
32071,0.007709
32076,0.044026136
31775,0.01214566
32743,0.008960848
32438,0.021288788
32443,0.02140101
45011,0.010001297
45327,0.02140101
45332,0.009657858
45334,0.010001297
40520,0.01214566
40846,0.01214566
41159,0.01214566
41489,0.007709
41807,0.016934659
41813,0.01214566
42128,0.026718054
42450,0.009657858
43406,0.007952084
43411,0.0260689
43417,0.007709
43726,0.032507148
45024,0.01214566
40853,0.007709
41510,0.054513045
41514,0.010884581
41832,0.008876455
41838,0.015183985
42156,0.01214566
42475,0.013625211
42798,0.02140101
43107,0.032507148
43111,0.01214566
43120,0.015183985
43121,0.01214566
43422,0.007952084
44070,0.010884581
45042,0.01214566
40546,0.008960848
41522,0.01214566
54649,0.007952084
54650,0.01214566
54973,0.039212063
54986,0.012509989
55300,0.007709
55306,0.014738803
55617,0.01214566
55619,0.023851132
51440,0.007709
51442,0.014291247
51443,0.0260689
51772,0.007709
52104,0.01214566
52424,0.01214566
52434,0.021288788
53069,0.007952084
54025,0.022635624
54362,0.012509989
54674,0.008876455
54678,0.01214566
54995,0.083203509
55314,0.010884581
55322,0.02140101
55639,0.029037572
55644,0.007709
51135,0.01214566
51462,0.01214566
51466,0.007952084
52123,0.007952084
52456,0.01214566
52776,0.01214566
53090,0.007952084
53095,0.020123277
53407,0.01214566
53729,0.007709
53735,0.01214566
54047,0.007709
54692,0.01214566
55017,0.023851132
55020,0.011222596
55027,0.01214566
55028,0.0260689
55657,0.010884581
55660,0.0260689
50841,0.067489363
50846,0.009961777
52143,0.008960848
53436,0.012118628
53758,0.007709
54064,0.026718054
54073,0.023851132
54395,0.007952084
54397,0.009657858
54402,0.01214566
55048,0.012118628
55358,0.01214566
55678,0.009961777
50858,0.008876455
51181,0.007952084
66118,0.015183985
66125,0.008960848
61671,0.011222596
62299,0.01214566
62613,0.008960848
63253,0.032507148
63255,0.032338612
63577,0.023851132
63580,0.009678065
63586,0.007952084
64217,0.007709
64223,0.008876455
64226,0.015653403
64855,0.023851132
65189,0.008960848
65497,0.01214566
65816,0.010001297
61368,0.008605359
61994,0.01214566
61996,0.023096094
62010,0.01214566
62960,0.01214566
62961,0.029037572
63288,0.007952084
63596,0.007952084
64558,0.008960848
64562,0.007952084
64882,0.007709
65210,0.023851132
66156,0.026718054
61705,0.015653403
62026,0.008960848
62348,0.008960848
62656,0.010884581
62665,0.010884581
62974,0.008876455
62988,0.007952084
63295,0.016594095
63297,0.032507148
63305,0.007709
63624,0.010001297
64895,0.026718054
65216,0.008960848
65228,0.044026136
65863,0.008876455
65870,0.01214566
61084,0.018606575
61716,0.012509989
62686,0.01214566
62689,0.007709
62692,0.008876455
63319,0.009657858
68020,0.023851132
68337,0.010001297
68660,0.010884581
68673,0.0260689
68977,0.009678065
69297,0.01214566
69306,0.032507148
54522,0.01214566
54848,0.007952084
55154,0.012118628
55163,0.01214566
55165,0.02140101
55805,0.01214566
55808,0.007709
50990,0.008960848
51641,0.007952084
51964,0.007709
52607,0.01214566
52608,0.007709
52924,0.007952084
52934,0.007709
53253,0.023851132
53262,0.008605359
53902,0.009657858
54205,0.01214566
54208,0.007709
54218,0.008605359
54861,0.008960848
54862,0.008960848
51001,0.018986389
61152,0.010884581
61155,0.0257836
61162,0.008960848
61793,0.010884581
61799,0.008605359
62127,0.01214566
62754,0.01214566
63078,0.008605359
64035,0.023851132
64048,0.007952084
64688,0.008605359
65010,0.035403319
65314,0.008960848
65329,0.016594095
65635,0.007952084
65645,0.007952084
65957,0.010001297
65960,0.02313967
65965,0.01214566
61179,0.048045482
61511,0.010884581
61819,0.023851132
61827,0.0260689
63422,0.007952084
63739,0.02140101
63744,0.010001297
63751,0.010884581
64376,0.007709
64379,0.008876455
45499,0.01214566
40673,0.02140101
40992,0.0260689
40998,0.010001297
41318,0.014738803
41327,0.01214566
41966,0.016934659
41975,0.02140101
42292,0.01214566
43574,0.007952084
44213,0.01214566
44548,0.008876455
44861,0.026718054
44864,0.012118628
45185,0.010001297
45187,0.01214566
45513,0.007952084
45520,0.008960848
40695,0.007952084
40705,0.0260689
54147,0.010001297
54479,0.007952084
54789,0.01214566
55127,0.009961777
55753,0.01214566
50938,0.02140101
50946,0.0260689
51264,0.01214566
51907,0.026718054
51924,0.029037572
52249,0.008960848
52576,0.01214566
53529,0.029037572
53535,0.01214566
53541,0.009657858
53851,0.011222596
53854,0.023851132
53858,0.007952084
54490,0.008876455
54818,0.008960848
